distance
3.59
1.6
3.64
4.28
5.5
3.52
5.05
2.14
4.54
5.68
1.88
1.88
1.88
1.49
6.22
4.17
3.63
2.65
2.33
1.23
4.19
4.15
4.39
3.76
1.37
2.64
1.6
1.6
1.6
1.51
3.83
1.02
0.64
0.41
3.83
2.11
5.17
2.43
1.76
1.75
2.46
1.08
2.55
0.62
1.89
2.32
2.31
2.31
2.32
4.94
2.5
1.71
1.48
1.52
1.71
1.76
1.75
3.42
1.02
4.18
2.46
2.35
5.66
2.7
1.97
4.7
4.7
5.25
5.64
1.92
3.65
0.85
3.65
2.5
2.5
2.5
2.5
2.5
0.64
5.58
2.55
4.03
3.15
3.61
3.14
4.4
0.81
1.45
3.25
3.84
2.91
2.92
5.14
3.35
4.04
4.16
2.54
4.11
4.78
1.47
5.64
1.85
1.94
4.91
2.29
3.59
0.82
4.23
4.23
2.05
4.6
1.63
3.65
1.01
1.56
2.92
2.6
2.5
1.99
2.82
2.14
2.41
2.54
4.31
2.2
3.79
1.92
3.18
4.24
2.2
3.14
4.12
2.13
4.12
4.35
1.9
4.42
4.72
1.66
2.73
2.45
2.71
3.65
2.96
4.91
1.37
2.22
2.28
5.07
5.08
4.78
2.73
3.88
2.61
3.12
3.24
2.16
5.62
5.62
0.68
3.18
3.18
0.44
1.3
3.62
0.85
1.83
1.0
6.1
5.71
4.6
5.52
5.71
2.89
3.27
3.63
3.79
4.5
2.0
3.91
3.19
4.81
4.65
4.36
2.05
1.3
4.12
1.81
2.39
4.24
1.72
3.84
2.16
4.28
4.0
3.1
1.7
1.85
2.5
2.5
2.5
2.5
4.19
2.98
2.98
2.98
1.7
1.99
1.35
3.93
5.51
3.98
2.37
3.59
2.97
3.08
4.25
4.01
4.89
7.8
2.73
1.33
4.75
2.33
3.15
0.79
2.39
4.25
1.62
5.04
3.01
4.78
1.05
3.67
4.53
4.62
2.41
1.54
4.53
1.7
0.68
5.92
3.15
1.42
2.48
0.62
4.46
6.1
4.14
1.99
2.36
4.65
1.92
0.54
4.85
1.37
5.04
4.27
3.53
3.13
2.37
2.67
3.24
1.6
3.27
3.6
4.75
2.83
4.9
4.9
1.73
1.73
2.3
5.1
2.69
1.44
2.98
2.98
2.6
2.6
1.7
2.5
4.19
4.19
4.19
2.6
2.98
1.7
1.7
1.7
1.35
1.35
4.35
5.16
3.86
3.67
2.4
3.13
0.89
2.25
1.34
2.09
5.66
1.67
3.09
0.77
0.77
3.02
0.86
1.83
1.83
3.95
4.83
2.64
3.12
5.04
7.5
1.61
3.16
2.13
2.31
1.96
4.04
5.38
1.8
3.53
1.0
0.48
4.72
6.06
1.46
1.89
2.08
2.08
4.59
4.33
1.1
1.5
2.56
1.44
1.44
1.44
1.44
1.44
2.98
2.98
2.71
2.71
2.71
2.71
1.7
1.7
1.7
1.7
1.7
1.85
1.85
1.18
1.18
1.18
1.18
1.18
1.18
4.19
4.19
4.19
4.19
4.19
4.19
1.7
1.85
1.85
2.6
4.19
4.19
4.19
4.19
1.44
1.44
1.7
1.7
1.7
1.18
1.18
2.71
4.19
1.35
1.7
1.7
1.7
1.7
1.99
1.99
4.95
5.16
3.48
5.57
5.1
5.07
2.7
2.07
6.03
5.5
5.4
1.88
0.71
2.25
4.81
2.55
2.11
4.32
2.7
2.32
1.1
3.58
4.63
0.64
2.44
2.32
1.62
0.54
1.72
1.72
1.5
1.34
1.32
0.62
3.59
5.1
5.42
0.82
1.48
1.38
5.2
2.77
4.02
2.4
5.3
2.03
1.35
2.36
1.67
4.83
3.76
3.46
2.98
2.71
1.7
2.49
2.49
1.99
2.01
2.25
3.83
3.67
3.2
0.86
5.44
3.21
2.64
1.64
4.64
1.7
1.73
2.07
1.49
6.03
2.59
4.61
3.23
5.48
5.48
3.04
3.21
2.39
4.56
4.74
5.07
5.1
1.65
2.52
2.54
2.52
1.66
4.44
3.74
3.57
2.87
2.87
0.73
2.23
3.55
1.29
4.57
4.65
0.94
4.27
5.27
4.93
0.64
4.87
5.66
1.57
2.77
5.14
5.1
3.86
4.35
3.94
1.7
4.19
4.19
1.35
2.98
2.98
1.18
1.7
2.6
5.17
1.91
2.55
1.52
5.66
3.7
0.72
1.39
1.58
4.29
3.03
1.77
19.77
2.2
2.2
2.2
2.2
3.03
3.03
2.48
2.83
4.23
1.68
1.39
1.39
1.39
2.57
5.46
2.83
4.54
1.81
3.29
1.1
0.23
4.35
6.33
1.69
0.66
3.02
2.97
2.99
1.06
2.82
3.95
2.97
3.7
1.33
2.7
0.71
3.21
6.06
1.24
1.56
3.78
2.08
3.59
1.18
4.61
2.87
3.5
6.87
4.26
5.2
2.86
1.69
2.35
5.09
19.78
3.37
2.5
1.92
3.51
2.09
3.34
3.49
4.66
4.02
1.92
1.92
1.92
3.29
1.92
1.62
1.9
1.33
0.71
2.7
4.19
1.75
1.62
4.27
4.16
2.78
1.79
2.21
5.87
4.43
1.76
5.41
3.67
1.97
1.7
3.68
3.68
3.0
2.46
2.46
3.2
2.36
1.92
1.92
5.66
3.87
5.19
4.01
5.01
3.96
4.8
4.39
3.61
4.62
1.1
4.24
0.93
5.05
4.6
2.64
2.89
6.3
2.02
3.26
1.48
1.85
0.81
5.53
2.41
1.22
2.92
5.14
1.75
1.89
2.56
1.12
1.9
2.68
3.01
1.45
4.07
1.63
1.92
1.71
2.62
2.06
2.7
0.39
2.4
4.32
5.87
1.39
4.61
4.61
4.61
4.61
3.36
4.02
1.3
3.68
1.55
2.21
4.93
0.32
